25 4.258 3.799 6.838 5.115 3.904 3.017 3.42 3.311
25.1 4.237 3.735 6.383 5.058 3.751 2.949 3.274 3.353
25.2 4.751 4.036 6.55 5.489 4.076 3.075 3.415 3.565
25.3 4.677 4.004 6.64 5.347 4.174 3.078 3.436 3.519
25.4 4.444 3.911 6.24 5.291 4.023 3.024 3.447 3.38
25.5 4.43 3.98 7.078 5.367 3.954 3.039 3.45 3.44
25.6 4.596 3.789 6.414 5.218 3.814 2.918 3.237 3.354
25.7 4.55 3.867 6.234 5.343 3.865 2.933 3.229 3.349
25.8 4.856 4.054 6.722 5.174 4.034 3.062 3.376 3.616
25.9 4.752 4.026 6.356 5.46 4.141 3.23 3.528 3.531
26 4.787 3.98 6.76 5.445 4.022 3.054 3.297 3.463
26.1 4.828 4.195 6.957 5.556 4.211 3.219 3.414 3.511
26.2 4.53 4.089 6.681 5.568 4.166 3.108 3.372 3.51
26.3 4.368 3.778 7.126 5.586 3.958 2.905 3.369 3.379
26.4 4.55 3.97 7.032 5.475 4.109 3.039 3.342 3.365
26.5 4.596 4.012 6.962 5.464 3.96 3.063 3.386 3.382
26.6 4.757 3.834 6.928 5.308 4 2.975 3.286 3.415
26.7 4.654 3.863 6.94 5.558 4.141 2.956 3.33 3.405
26.8 4.904 4.021 7.013 5.566 4.268 3.146 3.503 3.565
26.9 4.739 4.06 6.835 5.485 3.99 3.075 3.375 3.543
27 4.536 3.924 7.03 5.256 4.094 3.065 3.445 3.453
27.1 4.867 4 7.494 5.499 4.083 3.076 3.416 3.497
27.2 4.87 4.023 7.398 5.687 4.104 3.156 3.536 3.587
27.3 4.681 3.979 7.553 5.581 4.163 3.038 3.379 3.467
27.4 4.982 4.125 7.189 6.019 4.329 3.212 3.536 3.722
27.5 4.709 4.086 7.318 5.667 4.257 3.094 3.449 3.537
27.6 4.997 4.19 7.5 5.818 4.151 3.151 3.454 3.569
27.7 4.741 3.976 7.155 5.675 4.152 2.951 3.415 3.444
27.8 5.024 4.098 7.509 5.707 4.025 3.092 3.426 3.591
27.9 4.421 3.832 7.873 5.858 4.23 3.049 3.544 3.382
28 5.184 4.412 7.912 5.837 4.412 3.082 3.588 3.695
28.1 4.932 4.051 7.767 5.9 4.166 3.141 3.459 3.579
28.2 5.306 4.348 7.431 5.937 4.233 3.125 3.583 3.86
28.3 5.19 4.127 7.555 5.76 4.276 3.201 3.471 3.579
28.4 5.27 4.232 8.263 5.892 4.382 3.215 3.568 3.716
28.5 4.724 3.955 7.64 5.967 4.26 3.031 3.472 3.443
28.6 5.304 4.342 7.546 6.011 4.563 3.157 3.588 3.633
28.7 4.845 4.044 8.015 6.135 4.491 3.063 3.603 3.616
28.8 5.586 4.388 7.979 6.024 4.343 3.015 3.458 3.553
28.9 5.219 4.25 7.966 6.459 4.527 3.282 3.76 3.885
29 5.534 4.425 8.217 6.26 4.491 3.233 3.637 3.825
29.1 5.24 4.322 8.494 6.183 4.467 3.212 3.613 3.661
29.2 5.415 4.374 7.928 6.081 4.482 3.091 3.505 3.673
29.3 5.453 4.407 8.172 6.244 4.63 3.22 3.794 3.769
29.4 5.374 4.386 8.325 6.35 4.589 3.135 3.645 3.677
29.5 5.188 4.378 8.781 6.329 4.634 3.317 3.786 3.686
29.6 5.112 4.374 8.557 6.541 4.621 3.368 3.833 3.652
29.7 5.509 4.497 8.1 6.44 4.644 3.419 3.757 3.69
29.8 5.436 4.433 8.915 6.499 4.704 3.289 3.798 3.741
29.9 5.401 4.413 8.28 6.51 4.631 3.249 3.694 3.859
30 5.403 4.487 8.297 6.164 4.68 3.239 3.642 3.709
30.1 5.555 4.511 9.391 6.709 4.859 3.41 3.808 3.82
30.2 5.752 4.636 8.372 6.59 4.724 3.387 3.741 3.869
