25 0.401839 0.587793 0.516388 0.518227 0.586455 0.764047 0.628763 0.674582
25.1 0.335284 0.587625 0.522408 0.537291 0.58913 0.76204 0.640635 0.610368
25.2 0.407358 0.625084 0.455686 0.526254 0.585284 0.745151 0.654181 0.662207
25.3 0.370401 0.632107 0.523411 0.552174 0.604849 0.751003 0.656187 0.653846
25.4 0.381773 0.586288 0.483779 0.522742 0.57893 0.768395 0.609197 0.598495
25.5 0.389298 0.616722 0.470569 0.556689 0.605686 0.76204 0.650167 0.653512
25.6 0.415552 0.628094 0.507525 0.536288 0.591137 0.759866 0.621906 0.648328
25.7 0.381271 0.593478 0.483612 0.538294 0.573746 0.759365 0.662207 0.664381
25.8 0.4699 0.67408 0.548495 0.543813 0.5801 0.771572 0.650502 0.660368
25.9 0.379599 0.614214 0.499833 0.56505 0.584114 0.755184 0.694983 0.665719
26 0.445318 0.615552 0.5301 0.502843 0.579431 0.750502 0.606689 0.623746
26.1 0.423579 0.600836 0.509699 0.542308 0.572241 0.746656 0.618896 0.653846
26.2 0.43311 0.635284 0.502843 0.53612 0.575753 0.761706 0.654515 0.644816
26.3 0.423411 0.669732 0.480435 0.574582 0.603846 0.757525 0.656187 0.670234
26.4 0.425585 0.628428 0.445987 0.534281 0.550836 0.782274 0.647993 0.663043
26.5 0.383445 0.606856 0.544482 0.56806 0.619064 0.797157 0.683278 0.659699
26.6 0.444482 0.613378 0.524749 0.527926 0.605853 0.767224 0.650167 0.62592
26.7 0.426421 0.647492 0.544147 0.573411 0.667391 0.784783 0.675084 0.673077
26.8 0.416722 0.642642 0.570903 0.536455 0.635452 0.771572 0.654348 0.669565
26.9 0.358696 0.62291 0.525084 0.558696 0.592475 0.766388 0.651003 0.649164
27 0.435953 0.625585 0.55903 0.525418 0.606689 0.76087 0.652843 0.630769
27.1 0.46388 0.623244 0.532776 0.517726 0.58796 0.803512 0.671572 0.660535
27.2 0.473579 0.630435 0.524582 0.536789 0.611873 0.779766 0.656689 0.684114
27.3 0.368896 0.637458 0.535117 0.541806 0.625084 0.784281 0.681104 0.648328
27.4 0.34214 0.554682 0.557692 0.553344 0.629933 0.80786 0.674749 0.672241
