25 12.7 12 15.25 12.45 11 13.3 11.05 10.95
25.1 13.45 12.05 14.65 13.95 11.25 13.45 11.35 11.6
25.2 12.4 11.4 14.35 13.85 10.95 13.65 10.75 11.1
25.3 12.4 10.7 14.1 13 10.4 13.25 11.05 11
25.4 11.6 11.3 16.55 13.85 11.75 14.15 11.45 11.25
25.5 12.55 11 15.25 13 11 13 10.9 11.4
25.6 14.25 12.55 18.2 14.7 12.9 13.9 11.3 11.55
25.7 13.15 11.8 18 15.15 11.75 13.85 11.9 11.9
25.8 14.15 11.8 14.6 13.95 11.6 14.6 11.25 11.35
25.9 13.1 11.6 15.65 13.7 11.8 14.15 10.85 11.8
26 12.15 11.4 17.15 15.2 11.6 13.9 11.4 11.3
26.1 13.3 11.5 17.6 15 11.45 13.6 11.1 11.25
26.2 12.1 11.9 16.9 15.75 11.95 14.2 11.75 11.35
26.3 12.55 11.1 17.2 13.95 11.4 13.95 11 11.7
26.4 13.5 11.1 14.45 15.25 12 13.45 10.85 10.9
26.5 12.45 11.35 16.5 14.15 11.5 13.95 10.85 11.6
26.6 12.95 11.25 16.55 13.8 12.1 14.45 10.65 11.15
26.7 12.05 10.8 15.8 15.45 12.3 13.3 10.9 11.45
26.8 13.1 12 16.2 13.7 11.6 14.35 10.7 11.45
26.9 12.35 12.05 17.25 15.35 12.3 14.75 11.15 11.5
27 12.7 12 17.35 13.75 12.2 15.2 11 11.9
27.1 13.05 11.65 20.1 15.5 12.4 14.45 11.2 11.9
27.2 12.45 11.25 15.45 14.4 11.65 14.95 11.55 12
27.3 13.75 12.5 19.55 17.7 12.75 15.7 11.75 12.25
27.4 13.7 11.65 17.6 14.75 11.2 14.8 11.6 11.4
27.5 12.95 11.8 19.8 17.15 13.45 14.7 11.15 11.85
27.6 12.85 11.95 16.05 14.15 11.85 14.9 11.25 11.05
27.7 11.85 11.1 20.65 16.25 13.05 15.5 11.25 11.9
27.8 12.8 12.4 20.15 14.7 13.1 15.1 11.1 12
27.9 13.6 12.55 17.85 14.65 12.5 16 11.6 12.4
28 13.35 11.1 19.6 16.15 12.25 14.7 12.55 11.85
28.1 13.4 12.4 18.45 16.85 13.2 15.8 12.4 12.65
28.2 14.8 12.3 21.8 17.95 14.5 16.8 13.05 13.95
28.3 14.15 11.85 19.35 16.35 12.2 15.35 12.35 13.55
28.4 13.6 11.9 20.6 16.05 13.15 15.45 11.6 12.7
28.5 16.05 13.75 21.1 18.05 13.9 16.3 12.45 13.4
28.6 13.2 12.1 21.25 17.9 13.15 15.9 13.15 13.65
28.7 16.05 14.1 23.3 17.8 15.6 16.7 13.4 14.1
28.8 14.25 13.1 19.55 18.15 15.45 17.35 14.15 15.95
