25 14.4 14.1 12.25 12.35 14.05 16.85 15.3 15.35
25.1 14.85 15.2 13.7 13.15 15.3 18.4 16.6 16.55
25.2 13.6 14.15 12.85 12.5 13.75 17.1 15.05 15
25.3 14.75 15.15 13.85 13.55 15.35 18.5 17.15 16
25.4 14.05 14.4 13.05 12.6 13.85 16.75 15.35 15.2
25.5 14.2 14.25 12.6 12.1 13.25 16.9 15 14.85
25.6 14.25 15.35 13.4 12.95 14.1 18.45 15.9 16.45
25.7 13.55 14.35 12.7 12.25 13.55 17.6 15.3 16.4
25.8 13.2 13.4 12.45 12.25 13.9 15.9 14 13.95
25.9 13 14.2105 12.4211 11.7895 13.7368 15.3684 14.1579 14.0526
26 13.65 14.65 13.35 12.85 13.3 17.35 15.55 14.8
26.1 13.2632 13.9474 13.3158 12.3158 13.7368 16.3158 15.3684 15.6842
26.2 13.6 13.5 12.05 11.8 13.1 16.6 15.1 14.9
26.3 13.9 14.15 12.55 12 14.2 17.25 15.3 15.35
26.4 14.65 15.7 13.3 12.7 14.35 18.65 16.15 17.1
26.5 13.5 14.55 12.65 12.3 13.6 16.75 15.05 15.4
26.6 15.3 16.8 14.15 14.1 15.35 19.6 17.95 17
26.7 13.75 14.45 12.05 11.85 13.2 16.75 15.25 15.25
26.8 12.35 13.55 12.45 11.15 12.85 15.9 14.25 13.95
26.9 15.45 15.2 13.15 13.35 14.7 18.3 15.95 15.95
27 14.25 14.55 13.45 12.7 13.8 17.55 15.55 15.5
27.1 13.25 14.55 13.1 12.15 14.15 17.25 15.85 15.1
27.2 13.85 14.4 12.65 12.45 13.2 16.5 14.6 15.15
27.3 14.3 14.3 12.45 11.6 13.05 16.6 14.7 14.8
27.4 14.6 14.65 13.45 13.4 13.7 18.1 16.15 16.15
27.5 12.9 13.3 12.75 12 13.8 16.8 15.15 15.6
27.6 14.2105 14.8421 13.6842 12.8947 14.5263 18.2632 16 15.7368
27.7 13.8 14.55 12 12.1 13.45 17.8 15.55 15.1
27.8 15.45 16 13.1 12.7 14.95 19.4 16.65 16.65
27.9 14.65 15.55 12.6 12.65 13.75 18.55 15.75 16.5
28 13.75 13.9 12.2 11.45 13.05 16.85 14.85 15.35
28.1 14.5 14.8 13.1 12.25 14 17.95 15.85 15.85
28.2 13.6 14.85 13.8 13.05 14.4 18.1 16 16.05
28.3 14.65 14.65 12.7 12.25 13.8 17.15 16 15.5
28.4 13.7 14.1 12.6 11.75 13.8 17.45 15.05 15.15
28.5 14.75 15.1 12.75 12.4 14.1 17.55 16.45 16.1
28.6 12.4 13.6 12.1 11.4 12.25 15.9 14.15 14.3
28.7 13.5 14.2 12.6 12.1 13.8 17.1 15.3 15.05
28.8 13.05 13.4 12.45 11.05 13.35 16.8 14.75 14.5
28.9 13 14.25 11.95 11.7 13.8 17.85 15.65 15.45
29 13.85 14.85 13.3 12.6 13.8 17.8 15.5 15.8
29.1 15.45 15.2 13.25 12.45 14.05 19.15 16.3 16.15
29.2 12.4 12.7 12.35 11.25 13.05 16.45 14.1 14.6
29.3 13 14.05 12.1 11.35 12.95 16.5 14.6 15.1
29.4 13.25 13.5 11.8 11.5 12.75 16.45 14.8 15.35
29.5 13.4 14 11.95 11.9 13.2 16.95 15.55 14.85
29.6 13.5 14.4 11.4 11.3 12.8 16.5 14.6 14.9
29.7 12.65 13.5 11.55 11.5 12.9 16.7 15.1 15.3
29.8 14.45 15.1 12.65 12.35 14.55 18.75 16.45 16.8
29.9 13.25 13.95 12.4 11.55 12.8 17.2 15.4 14.45
30 12.7 13.8 11.95 11 13.5 16.7 15.6 14.9
30.1 13.5 13.55 11.7 11.5 13.05 16.1 15 15.2
30.2 13.3 14.4 11.95 11.5 13.35 16.65 15.2 15.55
30.3 12.6 14.15 12.5 11.55 12.95 17.05 15.65 15.65
30.4 12.1 12.9 11.8 11.3 12.45 16.5 14.8 14.85
30.5 12.45 13.1 12.05 11.35 12.9 16.45 14.9 14.9
30.6 13.45 14.95 13 12.7 14.35 17.95 16.4 15.6
30.7 13.7 14.35 11.55 11.95 13.45 17.8 15.25 15.05
30.8 13.8 14.25 13.1 12.95 14.2 18.05 16.6 16.45
30.9 12.9 14.35 12.55 11.8 13.2 17.5 16.5 15.75
31 13.15 13.9 11.95 11.45 12.75 17.25 14.8 15.3
31.1 13.35 13.95 11.9 11.85 12.95 16.65 15.5 15.3
31.2 12.3 13.45 11.95 11.4 13.1 16.8 14.6 15.5
31.3 12.15 13.65 11.7 11.05 12.6 16.35 15 15.1
31.4 13.4 14.45 13.2 12.55 13.95 18.25 16.45 15.35
31.5 12.8 14.5 11.55 11.1 13.2 17 15.15 15.5
31.6 13.5 14.55 11.75 11.45 13.1 17.1 15.85 15.5
31.7 11.65 12.45 11.55 10.55 12.25 15.85 13.95 14.25
31.8 11.9 12.85 12 10.9 12.25 15.45 14.15 14.45
31.9 13.3 14.4 12.45 12.05 13.05 17.15 16.2 15.65
32 12.25 13.45 11.35 10.65 12.8 15.85 14.05 14.25
32.1 12.65 13.55 11.25 11.2 12.45 16.55 15.15 15.7
32.2 14.85 15.9 11.95 12.55 13.9 18.4 17.35 17.6
32.3 12.6 14.3 12.1 11.8 13.25 17.55 15.7 14.8
32.4 12.5 13.6 10.35 11.1 12.55 16.6 15.1 15.85
32.5 13.4 14.7 12.8 12.15 14.1 18.15 16.55 15.95
32.6 11.45 12.9 10.4 10.65 12.25 15.5 13.9 13.4
32.7 12.85 14.25 12.15 11.7 13.6 17.15 15.65 16.25
32.8 12.4737 13.1579 10.7368 10.8947 12.7895 16.4211 14.5789 15.8421
32.9 11.2 12.6 11.2 11.2 13.15 16.1 14.85 15.45
