25 0.534212 0.521699 0.487085 0.479839 0.484728 0.530806 0.497724 0.502015
25.1 0.528795 0.519695 0.490494 0.481457 0.486201 0.529098 0.499487 0.504143
25.2 0.517029 0.510336 0.482578 0.471041 0.475756 0.522802 0.490922 0.493512
25.3 0.527943 0.512739 0.484687 0.474346 0.47963 0.525778 0.496158 0.495579
25.4 0.516215 0.499193 0.467843 0.458144 0.46175 0.508908 0.479906 0.480153
25.5 0.508552 0.497193 0.474464 0.462486 0.468774 0.512287 0.48352 0.485153
25.6 0.509404 0.494388 0.470204 0.462082 0.46597 0.515075 0.482104 0.484709
25.7 0.505802 0.489054 0.463228 0.452845 0.460121 0.506711 0.473788 0.476505
25.8 0.493834 0.484665 0.462517 0.447328 0.451305 0.501716 0.467124 0.468644
25.9 0.498946 0.489284 0.463675 0.453512 0.459098 0.504346 0.473969 0.473126
26 0.495654 0.481704 0.453895 0.44579 0.451358 0.495211 0.464496 0.465747
26.1 0.492459 0.480383 0.453083 0.445124 0.449849 0.497668 0.464441 0.466409
26.2 0.494457 0.475594 0.454669 0.444253 0.449047 0.495712 0.465656 0.465
26.3 0.48916 0.474605 0.449433 0.438849 0.443887 0.490728 0.456943 0.460029
26.4 0.483273 0.473602 0.44898 0.439566 0.443705 0.490375 0.459714 0.460406
26.5 0.485502 0.472252 0.446909 0.437577 0.441352 0.486788 0.457191 0.458339
26.6 0.487695 0.473186 0.448776 0.438858 0.441727 0.487137 0.458637 0.460166
26.7 0.477041 0.465185 0.440326 0.429682 0.43467 0.478701 0.448532 0.449061
26.8 0.473728 0.461469 0.438847 0.428143 0.431203 0.476703 0.447016 0.448699
26.9 0.47453 0.460351 0.432403 0.424906 0.429151 0.476704 0.444731 0.445033
27 0.47535 0.459521 0.4325 0.422271 0.427521 0.474431 0.442586 0.442461
27.1 0.459771 0.44545 0.41854 0.412454 0.415079 0.46033 0.430232 0.432955
27.2 0.455704 0.447222 0.42217 0.412092 0.41545 0.459503 0.43215 0.435673
27.3 0.451959 0.44175 0.419194 0.410083 0.412654 0.456098 0.428106 0.429931
27.4 0.458147 0.444492 0.418637 0.411519 0.414572 0.458948 0.429537 0.431238
27.5 0.457498 0.439305 0.412328 0.406099 0.408661 0.45409 0.422568 0.426514
27.6 0.456381 0.442343 0.417375 0.407063 0.411932 0.461711 0.428087 0.428465
27.7 0.451353 0.440695 0.410052 0.401702 0.406614 0.452571 0.419509 0.422241
27.8 0.443965 0.432424 0.401349 0.394794 0.398954 0.444025 0.414365 0.416157
27.9 0.445042 0.42282 0.404693 0.392071 0.394789 0.446636 0.412475 0.411686
28 0.443222 0.424176 0.399485 0.390501 0.396449 0.442309 0.412651 0.412863
28.1 0.427694 0.418972 0.396044 0.384634 0.387882 0.437753 0.405227 0.406377
28.2 0.436225 0.424992 0.398714 0.390114 0.393901 0.435717 0.409509 0.408916
28.3 0.421416 0.410876 0.393306 0.382297 0.386426 0.435168 0.400884 0.401487
28.4 0.433755 0.424386 0.396999 0.389273 0.393667 0.43932 0.407877 0.410858
