25 8.93175 6.33375 23.087 12.165 8.354 3.735 4.443 4.49125
25.1 8.61275 6.07075 23.0493 12.2455 8.31 3.66625 4.417 4.3885
25.2 9.26475 6.38275 21.7372 12.3523 8.38425 3.78575 4.49925 4.443
25.3 9.64925 6.63925 23.5993 12.8502 8.31275 3.82875 4.59675 4.64825
25.4 8.445 6.2555 24.305 12.9595 8.704 4.04025 4.7665 4.713
25.5 10.1078 6.95775 23.9115 12.6082 8.617 3.84925 4.53875 4.703
25.6 9.9135 7.2655 23.676 13.091 8.869 3.86075 4.581 4.693
25.7 9.7635 6.92375 24.5955 13.1357 9.00175 3.832 4.68075 4.68775
25.8 10.4897 7.2465 23.1273 12.842 8.66825 3.918 4.6505 4.6995
25.9 10.054 7.018 25.0308 12.9875 8.663 3.81525 4.63525 4.517
26 9.44025 6.86825 24.8795 13.3065 9.08025 3.9825 4.8475 4.818
26.1 10.97 7.2865 24.9015 13.6445 8.913 3.88025 4.68675 4.74675
26.2 9.7525 6.9385 24.4527 12.9763 8.84125 4.0065 4.795 4.7705
26.3 10.2187 7.12375 25.5283 13.1493 9.1085 3.978 4.78725 4.84575
26.4 11.126 7.94875 24.3035 13.381 9.0865 3.9395 4.657 4.7535
26.5 10.02 6.8515 24.7818 13.6642 9.18225 4.06675 4.79325 4.7905
26.6 10.741 7.5075 25.3745 13.7577 9.27875 4.28725 5.03925 5.0345
26.7 10.4632 6.97575 26.346 13.8255 9.3745 3.97225 4.82375 4.8905
26.8 11.0365 7.64725 27.0522 14.0995 9.41775 4.276 5.0265 5.103
26.9 10.2033 7.43425 26.3725 14.0075 9.3085 4.1415 4.906 4.95025
27 10.3272 7.24175 27.664 14.1465 9.6225 4.21025 5.0265 4.93625
27.1 10.322 7.27475 26.257 14.3225 9.442 4.085 4.908 4.94325
27.2 11.2428 7.524 26.7935 14.148 9.52825 4.2545 5.0455 5.1645
27.3 11.4668 7.26825 26.5325 14.2995 9.667 4.08925 4.8845 4.83575
27.4 10.9085 7.5185 27.397 14.1035 9.64475 4.2385 5.0155 5.01125
27.5 10.8675 7.3045 27.9312 14.2538 9.65425 4.249 5.0635 5.11625
27.6 11.2285 7.561 28.107 14.7985 9.8645 4.138 4.90075 4.93925
27.7 11.124 7.3515 29.253 14.6825 9.82325 4.33925 5.125 5.066
27.8 11.4843 7.99275 29.5715 15.1195 9.89325 4.42125 5.25575 5.212
27.9 10.6177 7.669 27.4258 14.8277 10.2817 4.3615 5.08225 5.143
28 10.5145 7.6705 27.6855 15.426 10.2063 4.3055 5.085 5.04025
